leaderboard,rank,outcome,occupation_harmonized_code,occupation_harmonized_title,occupation_harmonization_type,occupation_title_vintage,soc_major_group,soc_major_label,n_obs,raw_variance_ratio,residual_variance_ratio,female_p90_p10,male_p90_p10,female_top10_share,male_top10_share,female_top5_share,male_top5_share,raw_variance_gap_from_parity,residual_variance_gap_from_parity,top10_share_gap_pp,top5_share_gap_pp
female_more_variable_raw,11,log_annual_earnings_real,1410,Electrical and electronics engineers,mixed_vintage_mapping,mixed,17,Architecture and Engineering,17222,2.2033993029900993,2.0143711338396444,1.2373857498168945,0.6483116149902344,0.15566849177717268,0.09694642026284189,0.07385308024260535,0.04865361094162258,1.2033993029900993,1.0143711338396444,0.05872207151433079,0.025199469300982776
female_more_variable_raw,12,log_annual_earnings_real,6220,"Brickmasons, blockmasons, and stonemasons",mixed_vintage_mapping,mixed,47,Construction and Extraction,8018,2.1773318236019494,1.9915755421537114,2.683004379272461,1.7599191665649414,0.08869987849331713,0.10016549556396483,0.07715674362089915,0.0516498955234839,1.1773318236019494,0.9915755421537114,-0.011465617070647693,0.025506848097415248
female_more_variable_raw,13,log_annual_earnings_real,4240,Pest control workers,mixed_vintage_mapping,mixed,37,Building and Grounds Cleaning and Maintenance,5300,2.1349979434693416,2.0310916501757403,1.7972116470336914,1.368417739868164,0.07874229793403408,0.10144169411411892,0.04394708227618702,0.05097302851183975,1.1349979434693416,1.0310916501757403,-0.022699396180084846,-0.007025946235652725
female_more_variable_raw,14,log_annual_earnings_real,5040,"Communications equipment operators, all other",mixed_vintage_mapping,mixed,43,Office and Administrative Support,768,2.079310531949631,1.932823972115509,2.2407379150390625,1.600606918334961,0.0916467657858922,0.1076677994902294,0.047120149962766096,0.0572642310960068,1.079310531949631,0.9328239721155089,-0.01602103370433719,-0.010144081133240702
female_more_variable_raw,15,log_annual_earnings_real,9570,"Conveyor, dredge, and hoist and winch operators",native_2018,2018,53,Transportation and Material Moving,784,2.0649550589162735,1.9472020821232494,2.224820137023926,1.5653486251831055,0.03379174852652259,0.10706454751865066,0.015520628683693517,0.0627311060655206,1.0649550589162735,0.9472020821232494,-0.07327279899212807,-0.047210477381827085
female_more_variable_raw,16,log_annual_earnings_real,4525,Other personal appearance workers,native_2018,2018,39,Personal Care and Service,591,2.0408907249812374,2.375830199048631,2.5206146240234375,2.0310659408569336,0.09856526660344458,0.12038014783526928,0.05862828474410352,0.07872814736595096,1.0408907249812374,1.375830199048631,-0.021814881231824693,-0.020099862621847445
female_more_variable_raw,17,log_annual_earnings_real,split_2010_9510,Crane and Tower Operators (2010 split bucket),crosswalk_1_to_many_split_bucket,2010,53,Transportation and Material Moving,2046,2.0087099463280533,1.7104114471122294,1.480605125427246,1.5763120651245117,0.05934505934505935,0.10281704752294098,0.0,0.05197438533286807,1.0087099463280533,0.7104114471122294,-0.04347198817788163,-0.05197438533286807
female_more_variable_raw,18,log_annual_earnings_real,6010,Agricultural inspectors,mixed_vintage_mapping,mixed,45,"Farming, Fishing, and Forestry",979,2.004992507862605,2.164361213652891,2.0412206649780273,1.4082632064819336,0.0919290057665986,0.10712441920495612,0.041914420984136246,0.06337119256582344,1.004992507862605,1.164361213652891,-0.015195413438357522,-0.02145677158168719
female_more_variable_raw,19,log_annual_earnings_real,6730,Highway maintenance workers,mixed_vintage_mapping,mixed,47,Construction and Extraction,7140,1.993432344167414,1.9821398526501843,2.487441062927246,1.2383737564086914,0.06026600166251039,0.10178649929175011,0.04222776392352452,0.050365115029551114,0.993432344167414,0.9821398526501843,-0.04152049762923972,-0.008137351106026591
female_more_variable_raw,20,log_annual_earnings_real,9130,Driver/sales workers and truck drivers,mixed_vintage_mapping,mixed,53,Transportation and Material Moving,199898,1.9686692933594256,2.0095935997723102,2.70444393157959,1.7243404388427734,0.03680765373985097,0.10526765404471007,0.018810279038961576,0.05261678239658213,0.9686692933594256,1.0095935997723102,-0.0684600003048591,-0.03380650335762055
female_more_variable_raw,21,log_annual_earnings_real,7330,Industrial and refractory machinery mechanics,mixed_vintage_mapping,mixed,49,"Installation, Maintenance, and Repair",25724,1.9189591083157052,1.915554376773151,1.8954811096191406,1.2835073471069336,0.05389237888306045,0.1027564508337847,0.025082502250061367,0.05109315747114273,0.9189591083157052,0.9155543767731511,-0.048864071950724244,-0.026010655221081362
female_more_variable_raw,22,log_annual_earnings_real,split_2010_4250,Grounds Maintenance Workers (2010 split bucket),crosswalk_1_to_many_split_bucket,2010,37,Building and Grounds Cleaning and Maintenance,28416,1.9113796518684005,1.869184363371373,2.7080111503601074,1.6475896835327148,0.09679113648075474,0.10067511769363519,0.050496491853965986,0.05006911174349517,0.9113796518684005,0.869184363371373,-0.003883981212880444,0.00042738011047081803
female_more_variable_raw,23,log_annual_earnings_real,6250,"Cement masons, concrete finishers, and terrazzo workers",mixed_vintage_mapping,mixed,47,Construction and Extraction,3882,1.9061927660098603,1.9753216656228683,2.5990982055664062,1.7627582550048828,0.12621963877932324,0.1002510056578474,0.01909902428897654,0.05081024953396344,0.9061927660098603,0.9753216656228683,0.025968633121475834,-0.0317112252449869
female_more_variable_raw,24,log_annual_earnings_real,1400,Computer hardware engineers,mixed_vintage_mapping,mixed,17,Architecture and Engineering,4398,1.8949830712462672,1.8819105914968666,1.658111572265625,1.388829231262207,0.06746367131055918,0.1062396101045279,0.0341476048965348,0.053603228081945134,0.8949830712462672,0.8819105914968666,-0.03877593879396872,-0.01945562318541033
female_more_variable_raw,25,log_annual_earnings_real,9350,Parking attendants,mixed_vintage_mapping,mixed,53,Transportation and Material Moving,3207,1.8752584113821482,1.8344370432873343,3.1271071434020996,2.154937744140625,0.04562512344459806,0.11061780992386738,0.01607438581564594,0.05643649366104955,0.8752584113821482,0.8344370432873343,-0.06499268647926931,-0.040362107845403616
largest_residual_variance_gap,1,log_annual_earnings_real,0500,"Agents and business managers of artists, performers, and athletes",mixed_vintage_mapping,mixed,13,Business and Financial Operations,2603,7.980971828918172,15.970918276522442,2.6275548934936523,0.0,0.700864043987694,0.0570717359851333,0.34161811874059045,0.031172711483040252,6.980971828918172,14.970918276522442,0.6437923080025607,0.3104454072575502
largest_residual_variance_gap,2,log_annual_earnings_real,4750,Parts salespersons,mixed_vintage_mapping,mixed,41,Sales and Related,7017,3.8151019650427815,5.153122128679118,1.911630630493164,0.7670021057128906,0.04320004445020651,0.7767637459728278,0.04320004445020651,0.7767637459728278,2.8151019650427815,4.153122128679118,-0.7335637015226213,-0.7335637015226213
largest_residual_variance_gap,3,log_annual_earnings_real,7260,"Miscellaneous vehicle and mobile equipment mechanics, installers, and repairers",mixed_vintage_mapping,mixed,49,"Installation, Maintenance, and Repair",5011,4.756679754718989,4.4052415736279675,6.214608192443848,1.8020315170288086,0.1273669523619693,0.09965705865974443,0.07409806657364959,0.0495232890547582,3.7566797547189887,3.4052415736279675,0.02770989370222486,0.024574777518891387
largest_residual_variance_gap,4,log_annual_earnings_real,6700,Elevator and escalator installers and repairers,mixed_vintage_mapping,mixed,47,Construction and Extraction,2085,4.068070325934855,4.066872456711378,3.7889881134033203,1.4531641006469727,0.035959463877084014,0.1016394883741374,0.0,0.05089007076612017,3.0680703259348547,3.066872456711378,-0.06568002449705339,-0.05089007076612017
largest_residual_variance_gap,5,log_annual_earnings_real,legacy_2010_8220,"Metal Workers and Plastic Workers, All Other",legacy_2010_only,2010,51,Production,13392,3.6991348842664924,4.035724285201926,1.5260562896728516,0.5709514617919922,0.1349,0.09738041113972513,0.06736875,0.04900843579790959,2.6991348842664924,3.035724285201926,0.03751958886027486,0.018360314202090416
largest_residual_variance_gap,6,log_annual_earnings_real,8730,"Furnace, kiln, oven, drier, and kettle operators and tenders",mixed_vintage_mapping,mixed,51,Production,842,2.4526967889631206,3.0956298553702886,2.720478057861328,1.7160472869873047,0.01489599055056106,0.11861547252986476,0.01489599055056106,0.061593512748646224,1.4526967889631206,2.0956298553702886,-0.1037194819793037,-0.046697522198085165
largest_residual_variance_gap,7,log_annual_earnings_real,6540,Solar photovoltaic installers,native_2018,2018,47,Construction and Extraction,645,3.7510388377400035,3.0678557149824197,4.064051151275635,1.7917585372924805,0.04184630991630738,0.10666394738183857,0.04184630991630738,0.05622546270330903,2.7510388377400035,2.0678557149824197,-0.06481763746553118,-0.01437915278700165
largest_residual_variance_gap,8,log_annual_earnings_real,4525,Other personal appearance workers,native_2018,2018,39,Personal Care and Service,591,2.0408907249812374,2.375830199048631,2.5206146240234375,2.0310659408569336,0.09856526660344458,0.12038014783526928,0.05862828474410352,0.07872814736595096,1.0408907249812374,1.375830199048631,-0.021814881231824693,-0.020099862621847445
largest_residual_variance_gap,9,log_annual_earnings_real,7830,"Food and tobacco roasting, baking, and drying machine operators and tenders",mixed_vintage_mapping,mixed,51,Production,719,2.5480784571462527,2.358347959053748,2.3494205474853516,1.5686159133911133,0.0926623536155925,0.10804526146184268,0.03644255179755958,0.05659513695620331,1.5480784571462527,1.3583479590537482,-0.015382907846250182,-0.02015258515864373
largest_residual_variance_gap,10,log_annual_earnings_real,7410,Electrical power-line installers and repairers,mixed_vintage_mapping,mixed,49,"Installation, Maintenance, and Repair",9850,2.485116935783786,2.303153495215359,2.147085189819336,1.5755176544189453,0.05263439995712065,0.10128829045836277,0.007718282682103232,0.051350959634518266,1.4851169357837861,1.303153495215359,-0.048653890501242116,-0.04363267695241503
largest_residual_variance_gap,11,log_annual_earnings_real,6010,Agricultural inspectors,mixed_vintage_mapping,mixed,45,"Farming, Fishing, and Forestry",979,2.004992507862605,2.164361213652891,2.0412206649780273,1.4082632064819336,0.0919290057665986,0.10712441920495612,0.041914420984136246,0.06337119256582344,1.004992507862605,1.164361213652891,-0.015195413438357522,-0.02145677158168719
largest_residual_variance_gap,12,log_annual_earnings_real,2631,Commercial and industrial designers,native_2018,2018,27,"Arts, Design, Entertainment, Sports, Media",538,1.8399127837001148,2.0732865907043134,2.036881446838379,1.6123552322387695,0.04712041884816754,0.13740170203597976,0.03799413996829819,0.06358397069912744,0.8399127837001148,1.0732865907043134,-0.09028128318781223,-0.025589830730829252
largest_residual_variance_gap,13,log_annual_earnings_real,1545,Other drafters,native_2018,2018,17,Architecture and Engineering,3480,1.8030716445141457,2.0510365980544094,1.6847639083862305,1.1845779418945312,0.06262578594528571,0.11040491047443807,0.04105653254125779,0.05343090607102349,0.8030716445141457,1.0510365980544094,-0.04777912452915235,-0.012374373529765705
largest_residual_variance_gap,14,log_annual_earnings_real,4240,Pest control workers,mixed_vintage_mapping,mixed,37,Building and Grounds Cleaning and Maintenance,5300,2.1349979434693416,2.0310916501757403,1.7972116470336914,1.368417739868164,0.07874229793403408,0.10144169411411892,0.04394708227618702,0.05097302851183975,1.1349979434693416,1.0310916501757403,-0.022699396180084846,-0.007025946235652725
largest_residual_variance_gap,15,log_annual_earnings_real,1410,Electrical and electronics engineers,mixed_vintage_mapping,mixed,17,Architecture and Engineering,17222,2.2033993029900993,2.0143711338396444,1.2373857498168945,0.6483116149902344,0.15566849177717268,0.09694642026284189,0.07385308024260535,0.04865361094162258,1.2033993029900993,1.0143711338396444,0.05872207151433079,0.025199469300982776
largest_residual_variance_gap,16,log_annual_earnings_real,9130,Driver/sales workers and truck drivers,mixed_vintage_mapping,mixed,53,Transportation and Material Moving,199898,1.9686692933594256,2.0095935997723102,2.70444393157959,1.7243404388427734,0.03680765373985097,0.10526765404471007,0.018810279038961576,0.05261678239658213,0.9686692933594256,1.0095935997723102,-0.0684600003048591,-0.03380650335762055
largest_residual_variance_gap,17,log_annual_earnings_real,6220,"Brickmasons, blockmasons, and stonemasons",mixed_vintage_mapping,mixed,47,Construction and Extraction,8018,2.1773318236019494,1.9915755421537114,2.683004379272461,1.7599191665649414,0.08869987849331713,0.10016549556396483,0.07715674362089915,0.0516498955234839,1.1773318236019494,0.9915755421537114,-0.011465617070647693,0.025506848097415248
largest_residual_variance_gap,18,log_annual_earnings_real,6730,Highway maintenance workers,mixed_vintage_mapping,mixed,47,Construction and Extraction,7140,1.993432344167414,1.9821398526501843,2.487441062927246,1.2383737564086914,0.06026600166251039,0.10178649929175011,0.04222776392352452,0.050365115029551114,0.993432344167414,0.9821398526501843,-0.04152049762923972,-0.008137351106026591
largest_residual_variance_gap,19,log_annual_earnings_real,6250,"Cement masons, concrete finishers, and terrazzo workers",mixed_vintage_mapping,mixed,47,Construction and Extraction,3882,1.9061927660098603,1.9753216656228683,2.5990982055664062,1.7627582550048828,0.12621963877932324,0.1002510056578474,0.01909902428897654,0.05081024953396344,0.9061927660098603,0.9753216656228683,0.025968633121475834,-0.0317112252449869
largest_residual_variance_gap,20,log_annual_earnings_real,4255,Other grounds maintenance workers,native_2018,2018,37,Building and Grounds Cleaning and Maintenance,694,1.8334469194141938,1.9751729584823923,2.8444995880126953,2.1059093475341797,0.11478763085067982,0.1060797460564247,0.04584285886174949,0.05339617141191332,0.8334469194141938,0.9751729584823923,0.008707884794255119,-0.007553312550163831
largest_residual_variance_gap,21,log_annual_earnings_real,7925,"Forming machine setters, operators, and tenders, metal and plastic",native_2018,2018,51,Production,1182,2.2548372657049462,1.9604388193841842,1.8454971313476562,1.2447948455810547,0.06500519210799585,0.10865918808598106,0.02699896157840083,0.05444109405753401,1.2548372657049462,0.9604388193841842,-0.04365399597798521,-0.02744213247913318
largest_residual_variance_gap,22,log_annual_earnings_real,9570,"Conveyor, dredge, and hoist and winch operators",native_2018,2018,53,Transportation and Material Moving,784,2.0649550589162735,1.9472020821232494,2.224820137023926,1.5653486251831055,0.03379174852652259,0.10706454751865066,0.015520628683693517,0.0627311060655206,1.0649550589162735,0.9472020821232494,-0.07327279899212807,-0.047210477381827085
largest_residual_variance_gap,23,log_annual_earnings_real,5040,"Communications equipment operators, all other",mixed_vintage_mapping,mixed,43,Office and Administrative Support,768,2.079310531949631,1.932823972115509,2.2407379150390625,1.600606918334961,0.0916467657858922,0.1076677994902294,0.047120149962766096,0.0572642310960068,1.079310531949631,0.9328239721155089,-0.01602103370433719,-0.010144081133240702
largest_residual_variance_gap,24,log_annual_earnings_real,7330,Industrial and refractory machinery mechanics,mixed_vintage_mapping,mixed,49,"Installation, Maintenance, and Repair",25724,1.9189591083157052,1.915554376773151,1.8954811096191406,1.2835073471069336,0.05389237888306045,0.1027564508337847,0.025082502250061367,0.05109315747114273,0.9189591083157052,0.9155543767731511,-0.048864071950724244,-0.026010655221081362
largest_residual_variance_gap,25,log_annual_earnings_real,1400,Computer hardware engineers,mixed_vintage_mapping,mixed,17,Architecture and Engineering,4398,1.8949830712462672,1.8819105914968666,1.658111572265625,1.388829231262207,0.06746367131055918,0.1062396101045279,0.0341476048965348,0.053603228081945134,0.8949830712462672,0.8819105914968666,-0.03877593879396872,-0.01945562318541033
largest_top10_share_gap,1,log_annual_earnings_real,2015,Probation officers and correctional treatment specialists,mixed_vintage_mapping,mixed,21,Community and Social Service,7560,1.4698376570438403,1.5648380814982477,1.0531110763549805,0.9451160430908203,0.0077699480647450475,0.7608118829337095,0.0077699480647450475,0.7608118829337095,0.4698376570438403,0.5648380814982477,-0.7530419348689644,-0.7530419348689644
largest_top10_share_gap,2,log_annual_earnings_real,4750,Parts salespersons,mixed_vintage_mapping,mixed,41,Sales and Related,7017,3.8151019650427815,5.153122128679118,1.911630630493164,0.7670021057128906,0.04320004445020651,0.7767637459728278,0.04320004445020651,0.7767637459728278,2.8151019650427815,4.153122128679118,-0.7335637015226213,-0.7335637015226213
largest_top10_share_gap,3,log_annual_earnings_real,0500,"Agents and business managers of artists, performers, and athletes",mixed_vintage_mapping,mixed,13,Business and Financial Operations,2603,7.980971828918172,15.970918276522442,2.6275548934936523,0.0,0.700864043987694,0.0570717359851333,0.34161811874059045,0.031172711483040252,6.980971828918172,14.970918276522442,0.6437923080025607,0.3104454072575502
largest_top10_share_gap,4,log_annual_earnings_real,2910,Photographers,mixed_vintage_mapping,mixed,27,"Arts, Design, Entertainment, Sports, Media",5416,0.5624857100702592,0.36606018720742106,1.707672119140625,2.231692314147949,0.035943669415031305,0.3728339603907096,0.017431520054110448,0.1881082406704031,0.43751428992974084,0.6339398127925789,-0.3368902909756783,-0.17067672061629266
largest_top10_share_gap,5,log_annual_earnings_real,3310,Dental hygienists,mixed_vintage_mapping,mixed,29,Healthcare Practitioners and Technical,15322,0.7268368366971122,0.7873140651120208,1.393869400024414,1.9727296829223633,0.09128554394210649,0.32253748186361436,0.041635206918759285,0.2588747380299855,0.2731631633028878,0.21268593488797916,-0.2312519379215079,-0.21723953111122624
largest_top10_share_gap,6,log_annual_earnings_real,3322,Diagnostic medical sonographers,native_2018,2018,29,Healthcare Practitioners and Technical,4448,0.6719219329612188,0.7696454635172417,1.2638139724731445,2.3513402938842773,0.06260756086619632,0.26229508196721313,0.02393050854369724,0.16312182023742228,0.3280780670387812,0.23035453648275828,-0.1996875211010168,-0.13919131169372503
largest_top10_share_gap,7,log_annual_earnings_real,8310,"Pressers, textile, garment, and related materials",mixed_vintage_mapping,mixed,51,Production,2198,1.0062240420980557,1.0916534033851215,1.9945411682128906,1.9069833755493164,0.03209037981702246,0.22327017690777767,0.015386747990019406,0.11525175337590286,0.006224042098055715,0.09165340338512151,-0.19117979709075522,-0.09986500538588346
largest_top10_share_gap,8,log_annual_earnings_real,5230,"Credit authorizers, checkers, and clerks",mixed_vintage_mapping,mixed,43,Office and Administrative Support,2828,0.6058746562141173,0.6746436952435878,1.367640495300293,2.0062904357910156,0.05021841706717091,0.23216735253772292,0.026490182174716145,0.11215134887974394,0.3941253437858827,0.3253563047564122,-0.18194893547055202,-0.0856611667050278
largest_top10_share_gap,9,log_annual_earnings_real,2170,"Title examiners, abstractors, and searchers",native_2018,2018,23,Legal,3402,0.5488656791564214,0.7109009956086788,1.4696760177612305,1.8727750778198242,0.052390931606020194,0.23110519529137724,0.02707182320441989,0.11338962605548854,0.45113432084357863,0.2890990043913212,-0.17871426368535703,-0.08631780285106865
largest_top10_share_gap,10,log_annual_earnings_real,split_2010_8950,Helpers--Production Workers (2010 split bucket),crosswalk_1_to_many_split_bucket,2010,51,Production,1271,0.4855642468323201,0.5204723042968223,1.071310043334961,2.504694938659668,0.022874191944306316,0.19409152038505095,0.013382279813964372,0.09671397225368063,0.51443575316768,0.47952769570317766,-0.17121732844074464,-0.08333169243971625
largest_top10_share_gap,11,log_annual_earnings_real,3321,Cardiovascular technologists and technicians,native_2018,2018,29,Healthcare Practitioners and Technical,1769,0.7208022299537635,0.7754393631321294,2.1680421829223633,2.832090377807617,0.03295216593276862,0.1923513188915084,0.012055460287642076,0.10044037186957876,0.27919777004623647,0.22456063686787064,-0.15939915295873977,-0.08838491158193668
largest_top10_share_gap,12,log_annual_earnings_real,5420,"Information and record clerks, all other",mixed_vintage_mapping,mixed,43,Office and Administrative Support,7444,0.7768961310036414,0.9019017281900656,1.7827939987182617,2.1231813430786133,0.061946372397263694,0.2185394162492708,0.024451989813751435,0.12780862148733732,0.2231038689963586,0.09809827180993436,-0.15659304385200712,-0.10335663167358589
largest_top10_share_gap,13,log_annual_earnings_real,3040,Optometrists,mixed_vintage_mapping,mixed,29,Healthcare Practitioners and Technical,2137,0.8388015200053444,1.0509262622612443,1.4338607788085938,1.5840473175048828,0.044460326677684965,0.19542047019225867,0.020086061851372076,0.10348564434698353,0.16119847999465564,0.050926262261244304,-0.1509601435145737,-0.08339958249561145
largest_top10_share_gap,14,log_annual_earnings_real,9415,Passenger attendants,native_2018,2018,53,Transportation and Material Moving,780,0.5902293022516261,0.6240428218172877,2.243086814880371,2.720001220703125,0.05434616294111919,0.2005523049160606,0.021880346635879316,0.1131951659648931,0.40977069774837394,0.37595717818271235,-0.14620614197494142,-0.09131481932901378
largest_top10_share_gap,15,log_annual_earnings_real,split_2010_2630,Designers (2010 split bucket),crosswalk_1_to_many_split_bucket,2010,27,"Arts, Design, Entertainment, Sports, Media",23314,0.8288886060633107,0.8819203808046083,1.3589544296264648,1.788191795349121,0.050192927029139286,0.1963180487882362,0.021947254685663223,0.10291117173570326,0.17111139393668928,0.11807961919539167,-0.14612512175909692,-0.08096391705004004
largest_top10_share_gap,16,log_annual_earnings_real,6040,"Graders and sorters, agricultural products",mixed_vintage_mapping,mixed,45,"Farming, Fishing, and Forestry",3921,0.889337453636648,0.8652107642718228,2.104722023010254,2.308903694152832,0.05748392007390665,0.20346998721065873,0.025623296864196527,0.10967914213033884,0.11066254636335204,0.13478923572817725,-0.14598606713675208,-0.08405584526614232
largest_top10_share_gap,17,log_annual_earnings_real,5165,"Financial clerks, all other",mixed_vintage_mapping,mixed,43,Office and Administrative Support,9898,0.772017471058018,0.7981202333853478,1.7438383102416992,2.048229217529297,0.03996468945411592,0.18535324258233887,0.016748947987628743,0.09762506024524535,0.227982528941982,0.20187976661465223,-0.14538855312822296,-0.08087611225761661
largest_top10_share_gap,18,log_annual_earnings_real,3230,Speech-language pathologists,mixed_vintage_mapping,mixed,29,Healthcare Practitioners and Technical,15117,1.051814672948975,1.238346204622506,1.302032470703125,1.216583251953125,0.09385692414536632,0.23846727346152652,0.04633782925483475,0.1318536236836383,0.051814672948975016,0.238346204622506,-0.14461034931616018,-0.08551579442880354
largest_top10_share_gap,19,log_annual_earnings_real,5010,"Switchboard operators, including answering service",mixed_vintage_mapping,mixed,43,Office and Administrative Support,1246,1.1972667318197594,1.34709008910877,1.8062372207641602,1.863469123840332,0.07059122880354773,0.21495327102803738,0.0340597226513513,0.114910790144435,0.1972667318197594,0.34709008910877004,-0.14436204222448965,-0.08085106749308371
largest_top10_share_gap,20,log_annual_earnings_real,3640,Dental assistants,mixed_vintage_mapping,mixed,31,Healthcare Support,21447,0.6562342519928874,0.7283071470685524,1.5021610260009766,1.8971195220947266,0.09332177526975352,0.23152996765898598,0.04240702339766973,0.18040379448690153,0.34376574800711257,0.2716928529314476,-0.13820819238923246,-0.1379967710892318
largest_top10_share_gap,21,log_annual_earnings_real,split_2010_2160,Miscellaneous Legal Support Workers (2010 split bucket),crosswalk_1_to_many_split_bucket,2010,23,Legal,5107,0.7230873330850882,0.7894676153658983,1.784632682800293,2.2344608306884766,0.061556807123516986,0.199038722431102,0.02436859965007639,0.11685853456852333,0.2769126669149118,0.21053238463410173,-0.137481915307585,-0.09248993491844694
largest_top10_share_gap,22,log_annual_earnings_real,7840,Food batchmakers,mixed_vintage_mapping,mixed,51,Production,5464,1.4216878705867304,1.4396166832846171,1.9459495544433594,1.6237916946411133,0.04546650598098085,0.18250726572932213,0.019821702040322284,0.0952910219150106,0.4216878705867304,0.4396166832846171,-0.1370407597483413,-0.07546931987468831
largest_top10_share_gap,23,log_annual_earnings_real,0960,Other financial specialists,mixed_vintage_mapping,mixed,13,Business and Financial Operations,5820,0.6297525360506675,0.6680183381705155,1.7269620895385742,2.5137109756469727,0.038316050348920626,0.17426739016179207,0.016856097662202144,0.09044872796488586,0.3702474639493325,0.3319816618294845,-0.13595133981287144,-0.07359263030268372
largest_top10_share_gap,24,log_annual_earnings_real,5110,Billing and posting clerks,mixed_vintage_mapping,mixed,43,Office and Administrative Support,33609,0.8722012842436953,0.9961717237508122,1.3413877487182617,1.5255508422851562,0.0842467293162694,0.2196646424859128,0.038008765450576035,0.1404252603169393,0.12779871575630475,0.003828276249187801,-0.1354179131696434,-0.10241649486636327
largest_top10_share_gap,25,log_annual_earnings_real,3150,Occupational therapists,mixed_vintage_mapping,mixed,29,Healthcare Practitioners and Technical,11413,1.1983852064402842,1.4124903041357255,1.320979118347168,1.1105642318725586,0.08599567595769236,0.21945736554706824,0.042640630187665014,0.10932808537780613,0.19838520644028423,0.4124903041357255,-0.13346168958937588,-0.0666874551901411
